id;geometry;basin_name;eu_hydro_id;object_nam;area;river_km
112960;MULTIPOLYGON(((2933579.9399 4888957.2018,2933574.7007 4888941.4842,2933496.1126 4888967.6802,2933485.6547 4889012.9979,2933480.395 4889035.79,2933480.395 4889098.6605,2933517.0694 4889166.7702,2933543.2655 4889213.9231,2933564.2223 4889266.3152,2933584.527 4889269.2159,2933600.8968 4889271.5544,2933669.0065 4889187.727,2933669.9408 4889184.5504,2933695.2025 4889098.6605,2933695.2025 4889056.7468,2933653.2889 4889004.3547,2933579.9399 4888957.2018)));Iceland;IW23002168;UNK;48077.47;None
113187;MULTIPOLYGON(((2966254.4243 4849237.6805,2966267.0865 4849176.9021,2966277.2162 4849095.8642,2966277.2162 4849045.2155,2966274.6838 4849007.2289,2966234.1648 4848994.5668,2966180.9837 4849014.8262,2966145.5296 4849045.2155,2966122.7377 4849090.7993,2966102.4782 4849136.3831,2966072.089 4849171.8372,2966036.6349 4849184.4994,2965991.051 4849187.0318,2965975.8564 4849184.4994,2965930.2726 4849138.9156,2965861.8969 4849093.3317,2965839.1049 4849098.3966,2965831.5076 4849136.3831,2965841.6374 4849176.9021,2965859.3644 4849212.3562,2965879.6239 4849255.4076,2965902.4158 4849288.3292,2965937.8699 4849318.7184,2965991.051 4849333.9131,2966039.1673 4849336.4455,2966092.3484 4849308.5887,2966148.062 4849280.7319,2966208.8405 4849260.4724,2966254.4243 4849237.6805)));Iceland;IW23002395;UNK;79642.66;None
113221;MULTIPOLYGON(((2962799.3511 4844779.7131,2963032.8877 4844642.6373,2963098.8872 4844510.6384,2963098.8872 4844348.1781,2963083.6565 4844145.1029,2962992.2726 4843987.7196,2962895.8119 4843870.9513,2962819.6587 4843835.4131,2962743.5054 4843820.1825,2962657.1985 4843830.3362,2962653.137 4843830.8439,2962616.5834 4843835.4131,2962570.8915 4843820.1825,2962545.5071 4843733.8755,2962494.7383 4843678.0298,2962423.6619 4843693.2604,2962327.2012 4843759.2599,2962256.1248 4843820.1825,2962200.2791 4843835.4131,2962134.2797 4843830.3362,2962119.049 4843779.5674,2962119.049 4843698.3373,2962088.5877 4843586.6459,2962032.742 4843490.1852,2962002.2807 4843419.1088,2961961.6657 4843312.4943,2961809.3592 4843165.2647,2961702.7447 4843119.5728,2961565.6689 4843094.1884,2961443.8238 4843084.0346,2961321.9786 4843078.9578,2961230.5947 4843084.0346,2960981.8276 4843139.8803,2960844.7517 4843144.9572,2960707.6759 4843165.2647,2960565.5233 4843210.9567,2960489.37 4843282.033,2960413.2168 4843363.2631,2960331.9867 4843474.9545,2960271.0641 4843540.954,2960239.052 4843582.6107,2960224.9983 4843629.4564,2960229.6828 4843657.5638,2960239.052 4843683.3289,2960299.9513 4843732.5168,2960323.3741 4843760.6242,2960344.4547 4843798.1007,2960417.0654 4843940.9799,2960424.0923 4843992.5101,2960438.146 4844044.0404,2960456.8842 4844081.5169,2960473.2802 4844116.6511,2960506.0722 4844163.4968,2960585.7098 4844233.7652,2960691.1125 4844327.4565,2960859.7568 4844407.0941,2961178.3072 4844554.6579,2961489.8308 4844657.7184,2961904.4148 4844784.2016,2962208.9115 4844847.4432,2962515.7505 4844863.8392,2962799.3511 4844779.7131)));Iceland;None;Grænavatn;3311195.97;None
113191;MULTIPOLYGON(((2965904.9483 4847837.244,2965851.7671 4847827.1142,2965821.3779 4847847.3737,2965793.5211 4847867.6332,2965732.7427 4847930.9441,2965715.0156 4847971.463,2965709.9508 4848009.4495,2965725.1454 4848052.5009,2965765.6643 4848100.6172,2965803.6509 4848120.8767,2965854.2996 4848143.6686,2965892.2861 4848163.9281,2965932.805 4848163.9281,2965973.324 4848131.0064,2965988.5186 4848082.8902,2965978.3889 4848037.3063,2965942.9348 4848004.3847,2965927.7402 4847941.0738,2965927.7402 4847885.3602,2965930.2726 4847862.5683,2965904.9483 4847837.244)));Iceland;IW23002399;UNK;61987.04;None
113192;MULTIPOLYGON(((2965894.8185 4847576.4032,2965884.6888 4847480.1706,2965851.7671 4847432.0544,2965811.2482 4847419.3922,2965788.4562 4847454.8463,2965788.4562 4847497.8977,2965773.2616 4847520.6896,2965737.8075 4847525.7545,2965704.8859 4847497.8977,2965664.3669 4847502.9625,2965626.3804 4847523.222,2965618.7831 4847551.0788,2965633.9777 4847609.3248,2965709.9508 4847667.5708,2965750.4697 4847710.6222,2965785.9238 4847723.2844,2965834.0401 4847730.8817,2965874.559 4847733.4141,2965930.2726 4847730.8817,2965950.5321 4847703.0249,2965904.9483 4847642.2465,2965894.8185 4847576.4032)));Iceland;IW23002400;UNK;59226.15;None
113586;MULTIPOLYGON(((2958516.2949 4845408.5613,2958459.1062 4845403.3623,2958427.9123 4845408.5613,2958420.1139 4845424.1582,2958472.1036 4845483.9464,2958531.8918 4845515.1403,2958589.0806 4845512.5408,2958604.6775 4845489.1454,2958570.8842 4845439.7551,2958516.2949 4845408.5613)));Iceland;IW23002794;UNK;12693.65;None
113166;MULTIPOLYGON(((2964903.3702 4850696.3631,2964852.7215 4850691.2982,2964814.735 4850706.4928,2964799.5404 4850741.9469,2964799.5404 4850777.401,2964822.3323 4850840.7119,2964880.5783 4850881.2308,2964913.5 4850886.2957,2964941.3567 4850893.893,2964979.3433 4850896.4254,2964997.0703 4850878.6984,2964999.6027 4850843.2443,2964997.0703 4850800.1929,2964986.9406 4850764.7388,2964964.1487 4850731.8172,2964903.3702 4850696.3631)));Iceland;IW23002374;UNK;31238.82;None
113213;MULTIPOLYGON(((2966777.3721 4848590.6434,2966731.7883 4848570.3839,2966701.3991 4848570.3839,2966653.2828 4848570.3839,2966612.7638 4848570.3839,2966564.6476 4848572.9163,2966536.7908 4848555.1893,2966531.7259 4848529.8649,2966534.2584 4848504.5406,2966524.1286 4848453.8919,2966493.7394 4848428.5675,2966455.7529 4848464.0216,2966450.688 4848496.9433,2966458.2853 4848532.3974,2966508.934 4848570.3839,2966544.3881 4848598.2407,2966582.3746 4848618.5002,2966663.4125 4848636.2272,2966683.672 4848643.8245,2966741.918 4848656.4867,2966779.9046 4848656.4867,2966807.7613 4848651.4218,2966802.6965 4848615.9677,2966777.3721 4848590.6434)));Iceland;None;Veiðivötn;25348.28;None
113193;MULTIPOLYGON(((2965502.2911 4847219.3298,2965479.4992 4847219.3298,2965436.4478 4847275.0434,2965408.591 4847305.4326,2965400.9937 4847343.4191,2965400.9937 4847373.8084,2965413.6559 4847401.6651,2965451.6424 4847409.2625,2965502.2911 4847404.1976,2965545.3425 4847363.6786,2965580.7966 4847320.6272,2965593.4588 4847275.0434,2965606.1209 4847244.6542,2965588.3939 4847219.3298,2965547.8749 4847219.3298,2965502.2911 4847219.3298)));Iceland;IW23002401;UNK;27445.41;None
118794;MULTIPOLYGON(((2965760.5995 4848999.6316,2965818.8455 4848931.2559,2965823.9103 4848829.9585,2965818.8455 4848751.453,2965783.3914 4848713.4665,2965730.2102 4848710.934,2965692.2237 4848685.6097,2965661.8345 4848650.1556,2965654.2372 4848579.2474,2965598.5236 4848548.8582,2965530.1479 4848526.0663,2965479.4992 4848553.9231,2965426.318 4848589.3772,2965406.0586 4848640.0259,2965406.0586 4848751.453,2965383.2666 4848776.7774,2965357.9423 4848786.9071,2965312.3585 4848812.2314,2965299.6963 4848852.7504,2965302.2287 4848903.3991,2965327.5531 4848966.71,2965355.4099 4849007.2289,2965395.9288 4849032.5533,2965438.9802 4849045.2155,2965499.7587 4849062.9425,2965590.9263 4849062.9425,2965651.7048 4849057.8776,2965702.3535 4849045.2155,2965760.5995 4848999.6316),(2965530.1479 4848624.8313,2965563.0695 4848612.1691,2965595.9912 4848629.8961,2965578.2641 4848667.8826,2965563.0695 4848723.5962,2965563.0695 4848779.3098,2965575.7317 4848822.3612,2965598.5236 4848862.8801,2965601.0561 4848913.5288,2965570.6668 4848974.3073,2965555.4722 4848979.3722,2965499.7587 4848964.1775,2965469.3694 4848933.7883,2965449.11 4848900.8667,2965421.2532 4848865.4126,2965418.7207 4848817.2963,2965426.318 4848776.7774,2965446.5775 4848751.453,2965492.1614 4848723.5962,2965497.2262 4848713.4665,2965504.8235 4848667.8826,2965530.1479 4848624.8313)));Iceland;IW23008002;UNK;155363.63;None
118796;MULTIPOLYGON(((2964518.4401 4847615.6559,2964518.4401 4847524.4882,2964518.4401 4847387.7368,2964594.4131 4847256.0501,2964781.8133 4847073.7148,2964933.7594 4846850.8605,2965080.6407 4846673.5901,2965262.976 4846552.0332,2965506.0897 4846470.9953,2965718.8143 4846521.644,2965930.9903 4846605.6303,2965944.201 4846615.3441,2966080.9525 4846660.9279,2966197.4445 4846706.5117,2966273.4176 4846752.0956,2966379.7798 4846812.874,2966486.1421 4846883.7822,2966587.4395 4846969.885,2966734.3207 4847066.1175,2966825.4884 4847142.0906,2966957.175 4847182.6095,2967053.4075 4847202.869,2967240.8077 4847238.3231,2967433.2728 4847258.5826,2967615.6081 4847263.6474,2967803.0083 4847278.8421,2967909.3706 4847314.2961,2968005.6031 4847385.2043,2968056.2518 4847405.4638,2968339.8845 4847491.5666,2968481.7009 4847496.6315,2968598.1929 4847521.9558,2968699.4903 4847537.1504,2968851.4364 4847542.2153,2968947.6689 4847547.2802,2969003.3825 4847547.2802,2969054.0312 4847552.345,2969135.0691 4847567.5396,2969151.952 4847554.8774,2969155.3286 4847552.345,2969160.3935 4847486.5017,2969150.2637 4847420.6584,2969119.8745 4847385.2043,2969089.4853 4847364.9448,2969079.3555 4847253.5177,2969059.0961 4847167.4149,2968978.0581 4847116.7662,2968902.0851 4847116.7662,2968805.8526 4847086.377,2968734.9444 4847055.9878,2968598.1929 4847015.4688,2968501.9604 4847015.4688,2968415.8576 4847005.3391,2968319.625 4846944.5606,2968258.8466 4846878.7173,2968213.2628 4846828.0686,2968137.2897 4846838.1984,2968061.3167 4846853.393,2967985.3436 4846878.7173,2967894.176 4846883.7822,2967843.5273 4846863.5227,2967838.4624 4846792.6145,2967823.2678 4846736.901,2967762.4893 4846706.5117,2967696.646 4846686.2523,2967635.8676 4846681.1874,2967580.154 4846686.2523,2967544.6999 4846650.7982,2967524.4404 4846549.5008,2967438.3377 4846382.3601,2967382.6241 4846311.4519,2967311.7159 4846270.9329,2967256.0023 4846301.3221,2967235.7429 4846336.7762,2967235.7429 4846397.5547,2967210.4185 4846433.0088,2967169.8995 4846412.7493,2967154.7049 4846316.5168,2967114.186 4846174.7004,2967033.1481 4845992.3651,2966891.3317 4845789.7703,2966734.3207 4845703.6675,2966557.0503 4845703.6675,2966425.3637 4845703.6675,2966283.5473 4845708.7323,2966214.0862 4845717.0015,2966199.9769 4845716.3297,2966134.1336 4845670.7458,2966103.7444 4845609.9674,2966068.2903 4845554.2538,2965972.0578 4845427.6321,2965956.8632 4845316.2049,2965896.0847 4845143.9993,2965870.7604 4845078.156,2965815.0468 4845012.3127,2965759.3332 4844992.0532,2965663.1007 4844997.1181,2965576.9979 4845022.4425,2965536.479 4845068.0263,2965546.6087 4845123.7399,2965592.1925 4845159.194,2965622.5818 4845214.9075,2965597.2574 4845250.3616,2965526.3492 4845285.8157,2965475.7005 4845366.8536,2965460.5059 4845382.0482,2965414.9221 4845407.3726,2965333.8842 4845371.9185,2965283.2355 4845321.2698,2965283.2355 4845270.6211,2965268.0409 4845214.9075,2965217.3922 4845159.194,2965217.3922 4845108.5453,2965242.7165 4845042.7019,2965232.5868 4844986.9884,2965197.1327 4844916.0802,2965090.7704 4844835.0423,2964954.0189 4844804.6531,2964837.5269 4844799.5882,2964721.0349 4844814.7828,2964619.7375 4844880.6261,2964533.6347 4844981.9235,2964401.9481 4845108.5453,2964300.6507 4845250.3616,2964239.8722 4845346.5941,2964199.3533 4845417.5023,2964133.51 4845549.1889,2964103.1208 4845594.7728,2964042.3423 4845630.2269,2963946.1098 4845609.9674,2963915.7206 4845571.9809,2963903.0584 4845516.2673,2963844.8124 4845508.67,2963713.1258 4845483.3456,2963687.8014 4845473.2159,2963591.5689 4845432.6969,2963475.0769 4845376.9834,2963363.6497 4845376.9834,2963262.3523 4845382.0482,2963161.0549 4845458.0213,2963105.3414 4845508.67,2963074.9521 4845564.3836,2962993.9142 4845594.7728,2962902.7466 4845589.7079,2962836.9033 4845574.5133,2962765.9951 4845574.5133,2962715.3464 4845574.5133,2962654.5679 4845604.9025,2962619.1138 4845609.9674,2962583.6598 4845564.3836,2962533.0111 4845554.2538,2962467.1677 4845589.7079,2962446.9083 4845635.2917,2962401.3244 4845645.4215,2962355.7406 4845594.7728,2962300.027 4845574.5133,2962224.054 4845533.9943,2962188.5999 4845513.7349,2962061.9781 4845508.67,2962026.5241 4845569.4484,2961986.0051 4845609.9674,2961975.8754 4845670.7458,2961950.551 4845761.9135,2961897.3699 4845810.0297,2961828.9941 4845817.6271,2961813.7995 4845777.1081,2961831.5266 4845716.3297,2961879.6428 4845680.8756,2961935.3564 4845630.2269,2961945.4861 4845564.3836,2962026.5241 4845483.3456,2961965.7456 4845412.4375,2961904.9672 4845412.4375,2961844.1887 4845422.5672,2961788.4752 4845437.7618,2961722.6319 4845473.2159,2961682.1129 4845523.8646,2961692.2426 4845594.7728,2961707.4372 4845685.9404,2961727.6967 4845772.0432,2961722.6319 4845848.0163,2961722.6319 4845964.5083,2961722.6319 4846005.0272,2961659.321 4846118.9868,2961598.5425 4846240.5437,2961575.7506 4846359.5681,2961623.8669 4846448.2034,2961664.3858 4846519.1116,2961727.6967 4846574.8251,2961803.6698 4846615.3441,2961915.0969 4846648.2657,2961991.07 4846622.9414,2962041.7187 4846602.6819,2962097.4322 4846612.8116,2962269.6378 4846653.3306,2962451.9731 4846673.5901,2962543.1408 4846719.1739,2962776.1248 4846719.1739,2962917.9412 4846719.1739,2963044.5629 4846729.3037,2963145.8603 4846729.3037,2963231.9631 4846729.3037,2963292.7416 4846683.7198,2963363.6497 4846648.2657,2963399.1038 4846628.0063,2963454.8174 4846668.5252,2963515.5958 4846719.1739,2963621.9581 4846749.5631,2963672.6068 4846785.0172,2963672.6068 4846866.0551,2963677.6717 4846926.8336,2963702.996 4846997.7418,2963768.8393 4847007.8715,2963809.3583 4847033.1959,2963809.3583 4847124.3635,2963784.0339 4847139.5581,2963753.6447 4847154.7527,2963743.515 4847230.7258,2963773.9042 4847316.8286,2963951.1747 4847453.5801,2964052.4721 4847539.6829,2964168.9641 4847570.0721,2964250.002 4847565.0072,2964336.1048 4847590.3316,2964376.6237 4847635.9154,2964417.1427 4847656.1749,2964472.8563 4847646.0451,2964518.4401 4847615.6559),(2965463.0383 4845653.0188,2965440.2464 4845607.4349,2965440.2464 4845564.3836,2965452.9086 4845539.0592,2965480.7654 4845518.7997,2965513.687 4845503.6051,2965549.1411 4845521.3322,2965574.4655 4845566.916,2965604.8547 4845609.9674,2965640.3088 4845637.8242,2965688.4251 4845668.2134,2965708.6845 4845696.0702,2965708.6845 4845746.7189,2965688.4251 4845774.5757,2965663.1007 4845797.3676,2965622.5818 4845807.4973,2965549.1411 4845797.3676,2965498.4924 4845774.5757,2965463.0383 4845653.0188),(2964989.473 4845308.6076,2965014.7974 4845278.2184,2965042.6541 4845283.2833,2965062.9136 4845298.4779,2965065.4461 4845338.9968,2965052.7839 4845427.6321,2965035.0568 4845470.6835,2965009.7325 4845483.3456,2964971.746 4845475.7483,2964956.5513 4845387.1131,2964976.8108 4845331.3995,2964989.473 4845308.6076)));Iceland;IW23008004;UNK;9024379.34;None
113185;MULTIPOLYGON(((2965010.9987 4849875.8541,2965071.7771 4849812.5433,2965094.5691 4849751.7648,2965092.3269 4849718.1318,2965038.8555 4849736.5702,2964998.3365 4849731.5053,2964919.831 4849693.5188,2964904.6364 4849680.8566,2964848.9229 4849658.0647,2964800.8066 4849642.8701,2964747.6255 4849637.8053,2964689.3795 4849632.7404,2964638.7308 4849632.7404,2964588.0821 4849630.2079,2964539.9658 4849625.1431,2964486.7847 4849612.4809,2964418.4089 4849612.4809,2964357.8029 4849637.9992,2964312.0466 4849708.7134,2964284.1899 4849761.8946,2964271.5277 4849792.2838,2964268.9952 4849825.2054,2964271.5277 4849845.4649,2964306.9818 4849863.192,2964357.6305 4849865.7244,2964420.9413 4849865.7244,2964499.4468 4849863.192,2964610.874 4849863.192,2964666.5875 4849863.192,2964722.3011 4849870.7893,2964793.2093 4849885.9839,2964826.1309 4849893.5812,2964881.8445 4849906.2434,2964924.8959 4849901.1785,2965010.9987 4849875.8541)));Iceland;None;Veiðivötn;171294.31;None
113425;MULTIPOLYGON(((2966147.5337 4841901.6637,2966165.6631 4841898.3338,2966227.8404 4841848.0628,2966264.5556 4841787.4827,2966299.435 4841723.2311,2966315.9569 4841679.1729,2966341.6575 4841596.5637,2966372.8654 4841515.7902,2966407.7449 4841416.6592,2966435.2813 4841315.6924,2966429.774 4841269.7984,2966387.5515 4841231.2474,2966347.1648 4841214.7256,2966280.1812 4841207.4172,2966266.8612 4841215.7422,2966252.5254 4841225.2994,2966224.1689 4841249.605,2966185.6179 4841317.5281,2966154.41 4841363.4221,2966104.8445 4841372.6009,2966031.4141 4841374.4367,2965917.597 4841378.1082,2965853.3454 4841368.9294,2965735.8567 4841348.7361,2965673.4409 4841339.5573,2965559.33 4841337.746,2965557.788 4841337.7215,2965519.237 4841345.0645,2965438.4636 4841341.393,2965343.0041 4841328.5427,2965271.4094 4841310.1851,2965199.8148 4841295.499,2965104.3553 4841277.1414,2965061.5314 4841272.1033,2965041.9394 4841269.7984,2964961.166 4841244.0977,2964705.9953 4841205.5885,2964672.7204 4841205.5885,2964611.7979 4841205.5885,2964530.5678 4841205.5885,2964474.7221 4841205.5885,2964437.0081 4841248.0167,2964434.107 4841251.2804,2964429.0301 4841296.9723,2964439.1839 4841322.3567,2964535.6446 4841368.0487,2964591.4903 4841368.0487,2964708.2586 4841373.1256,2964809.7962 4841398.51,2964982.4102 4841479.7401,2965002.7177 4841489.8938,2965053.4866 4841510.2014,2965109.3323 4841535.5858,2965156.5433 4841544.1696,2965216.3366 4841570.863,2965309.4375 4841611.4234,2965322.5613 4841632.0465,2965342.8688 4841667.5847,2965373.3301 4841723.4304,2965413.9451 4841758.9686,2965474.8677 4841835.1218,2965505.329 4841870.6599,2965540.8672 4841896.0444,2965556.0978 4841931.5825,2965545.9441 4841982.3513,2965515.4828 4842053.4277,2965438.4636 4842105.0692,2965405.4199 4842121.591,2965370.5405 4842132.6056,2965331.9895 4842139.9486,2965308.1246 4842134.4414,2965280.5882 4842114.248,2965249.3803 4842081.2043,2965201.6505 4842046.3249,2965177.7857 4842026.1315,2965152.085 4841994.9236,2965144.742 4841969.223,2965144.742 4841934.3435,2965135.5632 4841910.4786,2965119.0413 4841897.6283,2965091.5049 4841906.8071,2965074.9831 4841934.3435,2965056.6255 4841969.223,2965043.3328 4841989.162,2965043.3328 4842002.6589,2965002.7177 4842053.4277,2964957.0258 4842104.1965,2964941.7952 4842200.6572,2964936.7183 4842297.118,2964957.0258 4842388.5019,2964982.4102 4842413.8863,2965023.0253 4842434.1938,2965073.7941 4842429.1169,2965104.2554 4842358.0406,2965205.793 4842337.733,2965231.1774 4842352.9637,2965261.6387 4842383.425,2965271.7925 4842439.2707,2965276.8693 4842484.9626,2965297.1769 4842500.1933,2965368.2532 4842474.8089,2965373.3301 4842429.1169,2965429.1758 4842398.6556,2965479.9446 4842398.6556,2965535.7903 4842418.9632,2965566.2516 4842418.9632,2965632.2511 4842424.04,2965683.0199 4842424.04,2965738.8656 4842469.732,2965743.9424 4842510.347,2965749.0193 4842596.654,2965799.7881 4842611.8847,2965901.3258 4842556.039,2965931.7871 4842530.6545,2965936.8639 4842429.1169,2965967.3252 4842332.6562,2966028.2478 4842170.196,2966068.1293 4842134.4414,2966075.1199 4842110.4737,2966080.9796 4842090.3831,2966080.9796 4842051.8322,2966080.9796 4842011.4454,2966080.9796 4841982.0733,2966086.4869 4841952.7011,2966099.3372 4841925.1647,2966119.5306 4841906.8071,2966133.8146 4841904.1835,2966147.5337 4841901.6637)));Iceland;IW23002633;UNK;1232425.75;None
113194;MULTIPOLYGON(((2964724.8335 4848125.9416,2964778.0147 4848108.2145,2964826.1309 4848110.7469,2964864.1175 4848110.7469,2964897.0391 4848103.1496,2964902.104 4848093.0199,2964907.1689 4848049.9685,2964876.7796 4848011.982,2964818.5336 4847976.5279,2964752.6903 4847928.4116,2964656.4578 4847923.3468,2964623.5361 4847936.0089,2964593.1469 4847951.2035,2964557.6928 4847981.5928,2964552.628 4848011.982,2964598.2118 4848075.2929,2964636.1983 4848105.6821,2964674.1848 4848120.8767,2964724.8335 4848125.9416)));Iceland;IW23002402;UNK;50953.08;None
113195;MULTIPOLYGON(((2959285.1632 4845611.2336,2959231.982 4845560.5849,2959196.5279 4845550.4552,2959158.5414 4845542.8579,2959080.0359 4845504.8713,2959011.6602 4845459.2875,2958968.6088 4845436.4956,2958928.0898 4845421.301,2958905.2979 4845441.5605,2958879.9736 4845471.9497,2958854.6492 4845497.274,2958836.9222 4845542.8579,2958839.4546 4845578.3119,2958852.1168 4845606.1687,2958895.1682 4845601.1039,2958948.3493 4845608.7012,2959016.7251 4845631.4931,2959047.1143 4845672.012,2959069.9062 4845732.7905,2959097.763 4845775.8419,2959115.025 4845791.1859,2959120.5549 4845796.1014,2959173.736 4845811.296,2959226.9172 4845793.5689,2959249.7091 4845760.6473,2959272.501 4845732.7905,2959287.6956 4845717.5959,2959307.9551 4845682.1418,2959307.9551 4845646.6877,2959287.6778 4845615.1452,2959285.1632 4845611.2336)));Iceland;IW23002403;Litla-Fossvatn;89964.74;None
113210;MULTIPOLYGON(((2972563.3057 4845407.4104,2972472.138 4845306.113,2972404.8524 4845291.6946,2972383.6618 4845297.628,2972358.2617 4845307.153,2972339.2117 4845315.0906,2972301.1116 4845327.7906,2972259.8365 4845332.5531,2972218.5614 4845329.3781,2972177.2863 4845318.2656,2972143.9488 4845308.7405,2972090.4172 4845317.1503,2972026.4295 4845356.7617,2972011.2349 4845422.605,2971980.8457 4845508.7078,2971955.5213 4845528.9673,2971894.7429 4845625.1998,2971869.4185 4845761.9513,2971889.678 4845807.5351,2971965.651 4845863.2487,2972061.8836 4845898.7028,2972132.7918 4845944.2866,2972193.5702 4845989.8705,2972254.3486 4846040.5192,2972345.5163 4846096.2327,2972396.165 4846101.2976,2972507.5921 4846131.6868,2972593.6949 4846136.7517,2972670.9045 4846140.8154,2972794.8251 4846118.3672,2972823.4001 4846104.0796,2972842.4502 4846077.0921,2972848.8002 4846046.9295,2972839.2752 4846010.4169,2972828.1627 4845975.4919,2972805.9376 4845927.8668,2972783.7126 4845891.3542,2972755.1375 4845848.4916,2972734.5 4845821.5041,2972720.2124 4845791.3415,2972694.8124 4845738.9539,2972674.1748 4845684.9788,2972656.7123 4845638.9412,2972637.6623 4845570.6786,2972620.1997 4845513.5285,2972609.5181 4845473.7152,2972563.3057 4845407.4104)));Iceland;IW23002418;UNK;544137.64;None
113167;MULTIPOLYGON(((2966539.3232 4850384.8736,2966579.8422 4850192.4085,2966605.1665 4850118.9679,2966633.0233 4850065.7868,2966693.8018 4850022.7354,2966721.6585 4850025.2678,2966739.3856 4850037.93,2966774.8397 4850065.7868,2966797.6316 4850091.1111,2966828.0208 4850121.5003,2966845.7479 4850136.6949,2966876.1371 4850154.422,2966911.5912 4850177.2139,2966941.9804 4850182.2788,2967015.421 4850182.2788,2967050.8751 4850179.7463,2967200.2888 4850121.5003,2967248.405 4850078.4489,2967276.2618 4850048.0597,2967314.2483 4850007.5408,2967372.4943 4849956.8921,2967405.416 4849946.7623,2967471.2593 4849949.2948,2967509.2458 4849967.0218,2967534.5702 4849972.0867,2967587.7513 4849977.1515,2967628.2703 4849951.8272,2967651.0622 4849906.2434,2967651.0622 4849863.192,2967651.0622 4849822.673,2967605.4784 4849723.908,2967567.4918 4849655.5323,2967532.0377 4849604.8836,2967509.2458 4849566.8971,2967483.9215 4849566.8971,2967440.8701 4849569.4295,2967405.416 4849564.3646,2967357.2997 4849531.443,2967326.9105 4849506.1186,2967291.4564 4849480.7943,2967215.4834 4849473.197,2967169.8995 4849473.197,2967131.913 4849488.3916,2967098.9914 4849521.3132,2967061.0048 4849561.8322,2967020.4859 4849599.8187,2966949.5777 4849663.1296,2966903.9939 4849665.662,2966848.2803 4849645.4026,2966817.8911 4849615.0133,2966812.8262 4849584.6241,2966812.8262 4849539.0403,2966878.6695 4849508.6511,2966929.3182 4849508.6511,2966992.6291 4849503.5862,2967119.2508 4849447.8726,2967195.2239 4849404.8212,2967200.2888 4849356.705,2967195.2239 4849318.7184,2967152.1725 4849273.1346,2967098.9914 4849230.0832,2967055.94 4849225.0183,2966987.5642 4849225.0183,2966934.3831 4849225.0183,2966909.0587 4849209.8237,2966893.8641 4849057.8776,2966863.4749 4848986.9695,2966797.6316 4848974.3073,2966719.1261 4848961.6451,2966665.945 4848969.2424,2966582.3746 4848997.0992,2966544.3881 4849027.4884,2966506.4016 4849062.9425,2966481.0772 4849090.7993,2966432.961 4849138.9156,2966405.1042 4849199.694,2966405.1042 4849242.7454,2966397.5069 4849298.459,2966334.196 4849371.8996,2966286.0797 4849371.8996,2966235.431 4849371.8996,2966197.4445 4849376.9644,2966154.3931 4849414.951,2966113.8741 4849442.8078,2966075.8876 4849445.3402,2966017.6416 4849450.4051,2965934.0713 4849473.197,2965898.6172 4849475.7294,2965873.2928 4849493.4565,2965858.0982 4849528.9105,2965858.0982 4849561.8322,2965873.2928 4849594.7539,2965880.8901 4849627.6755,2965888.4874 4849663.1296,2965893.5523 4849701.1161,2965870.7604 4849744.1675,2965853.0333 4849764.427,2965845.436 4849789.7514,2965850.5009 4849830.2703,2965870.7604 4849870.7893,2965888.4874 4849908.7758,2965883.4226 4849949.2948,2965873.2928 4849974.6191,2965837.8387 4850012.6056,2965771.9954 4850032.8651,2965728.944 4850040.4624,2965685.8926 4850045.5273,2965663.1007 4850050.5922,2965658.0358 4850091.1111,2965685.8926 4850121.5003,2965761.8657 4850187.3436,2965870.7604 4850248.1221,2965961.928 4850260.7843,2966015.1092 4850260.7843,2966083.4849 4850260.7843,2966106.2768 4850250.6545,2966141.7309 4850243.0572,2966184.7823 4850220.2653,2966227.8337 4850172.149,2966237.9635 4850144.2923,2966237.9635 4850073.3841,2966215.1715 4850005.0083,2966174.6526 4849969.5542,2966134.1336 4849929.0353,2966116.4066 4849901.1785,2966106.2768 4849870.7893,2966121.4715 4849832.8027,2966156.9255 4849799.8811,2966243.0283 4849761.8946,2966291.1446 4849731.5053,2966334.196 4849713.7783,2966382.3123 4849701.1161,2966417.7663 4849703.6486,2966455.7529 4849716.3107,2966463.3502 4849739.1027,2966463.3502 4849777.0892,2966463.3502 4849804.946,2966463.3502 4849835.3352,2966463.3502 4849875.8541,2966460.8177 4849918.9055,2966450.688 4849964.4894,2966422.8312 4850027.8002,2966417.7663 4850073.3841,2966415.2339 4850116.4355,2966410.169 4850164.5517,2966372.1825 4850202.5383,2966324.0663 4850237.9923,2966286.0797 4850237.9923,2966217.704 4850270.914,2966215.1715 4850303.8357,2966222.7689 4850344.3546,2966278.4824 4850438.0547,2966306.3392 4850473.5088,2966344.3257 4850514.0278,2966369.6501 4850541.8845,2966392.442 4850546.9494,2966427.8961 4850557.0792,2966476.0124 4850557.0792,2966508.934 4850546.9494,2966526.6611 4850516.5602,2966534.2584 4850468.4439,2966539.3232 4850384.8736)));Iceland;None;Hraunvötn;1416620.92;None
